ZOTAC GAMING AMP 지포스 RTX 2080 Ti D6 11GB,ZOTAC,RTX2080Ti,12,1665,NA,4352,3.0x16,6,14000,11,352,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 260W / 정격파워 650W / 3개 팬 / 308mm / LED 라이트 / SPECTRA,1910990
ZOTAC 지포스 GTX1070 MINi D5 8GB,ZOTAC,GTX1070,16,1518,1708,1920,3.0x16,5,8000,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 150W / 정격파워 500W 이상 / 전원부: 5페이즈 / 2개 팬 / 210mm,516000
이엠텍 XENON 지포스 GTX1060 JETSTREAM D5 6GB,이엠텍,GTX1060,16,1506,1708,1280,3.0x16,5,8000,6,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 120W / 정격파워 400W 이상 / 전원부: 4페이즈 / 2개 팬 / 250mm / 백플레이트 / LED 라이트 / RGB LIGHTING,347700
EVGA 지포스 RTX 2070 XC GAMING D6 8GB,EVGA,RTX2070,12,1415,1710,2304,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 175W / 정격파워 550W 이상 / 전원부: 10페이즈 / 2개 팬 / 269.2mm / 백플레이트 / LED 라이트,692100
HIS 라데온 RX 570 IceQ X2 Turbo D5 8GB,HIS,RX570,14,NA,1264,2048,3.0x16,5,7000,8,256,DVI / HDMI / DP / 최대 모니터 5개 / 최대 120W / 정격파워 500W 이상 / 전원부: 4+1페이즈 / 2개 팬 / 230mm,170740
갤럭시 GALAX 지포스 RTX 2070 BLACK LABEL OC D6 8GB,갤럭시,RTX2070,12,1410,1815,2304,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 215W / 정격파워 550W 이상 / 전원부: 8페이즈 / 2개 팬 / 263mm / 백플레이트 / LED 라이트,671000
한성컴퓨터 아키티오 노드 프로 eGPU BOX,한성컴퓨터,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PCIe3.0x16 / 썬더볼트3 / 인터페이스: 4레인 PCI Express 3.0(x16) / 윈도우10 전용 / 그래픽 전원: 8핀(6+2) 2개 / 전원: 500W / 무게: 3.42kg / 사용 조건: 썬더볼트3 지원 보드 / 그래픽카드 미장착,399000
PowerColor 라데온 RX 590 D5 8GB 붉은악마,PowerColor,RX590,12,NA,1576,2304,3.0x16,5,8000,8,256,DVI / HDMI / DP / 정격파워 600W 이상 / 전원부: 6페이즈 / 2개 팬 / 255mm / 백플레이트 / LED 라이트,332000
GIGABYTE 라데온 RX 580 Gaming D5 4GB,GIGABYTE,RX580,14,1340,1355,2304,3.0x16,5,7000,4,256,DVI / HDMI / DP / 최대 모니터 5개 / 정격파워 500W 이상 / 전원부: 8페이즈 / 2개 팬 / 232mm / 백플레이트 / LED 라이트 / RGB FUSION,289100
GIGABYTE AORUS 지포스 RTX 2080 D6 8GB,GIGABYTE,RTX2080,12,NA,1845,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 정격파워 650W 이상 / 전원부: 12+2페이즈 / 3개 팬 / 290mm / 백플레이트 / LED 라이트 / RGB FUSION,1094900
갤럭시 GALAX 지포스 GTX1050 Ti EXOC D5 4GB G天命,갤럭시,GTX1050Ti,14,1354,1468,768,3.0x16,5,7008,4,128,DVI / HDMI / DP / 최대 모니터 4개 / 최대 75W / 정격파워 300W 이상 / 전원부: 4페이즈 / 2개 팬 / 245mm,181700
갤럭시 GALAX 지포스 GTX1050 OC D5 2GB,갤럭시,GTX1050,14,1366,1468,640,3.0x16,5,7008,2,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 300W 이상 / 전원부: 3페이즈 / 1개 팬 / 196mm,143000
GIGABYTE 라데온 RX 570 Gaming D5 4GB (벌크),GIGABYTE,RX570,14,1244,1255,2048,3.0x16,5,7000,4,256,DVI / HDMI / DP / 최대 모니터 5개 / 정격파워 500W 이상 / 전원부: 7페이즈 / 2개 팬 / 232mm / 백플레이트 / LED 라이트 / RGB FUSION,141300
갤럭시 GALAX 지포스 RTX 2080 Ti 개간지 OC D6 11GB BLACK Edition,갤럭시,RTX2080Ti,12,NA,1635,4352,3.0x16,6,14000,11,352,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 260W / 정격파워 650W 이상 / 전원부: 13+3페이즈 / 3개 팬 / 308mm / 백플레이트 / LED 라이트,1835530
이엠텍 지포스 RTX 2070 BLACK EDITION OC D6 8GB,이엠텍,RTX2070,12,1410,1725,2304,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 185W / 정격파워 500W 이상 / 전원부: 8+2페이즈 / 3개 팬 / 292mm / LED 라이트 / RGB LIGHTING,1309360
PALIT 지포스 RTX 2080 Ti Dual D6 11GB,PALIT,RTX2080Ti,12,1350,1545,4352,3.0x16,6,14000,11,352,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 285W / 정격파워 650W 이상 / 2개 팬 / 292mm / LED 라이트 / RGB LIGHTING,1402500
XFX 라데온 RX 570 블랙울프 OC D5 8GB,XFX,RX570,14,NA,1286,2048,3.0x16,5,7000,8,256,DVI / HDMI / DP / 정격파워 500W 이상 / 2개 팬 / 255mm / 백플레이트,142900
갤럭시 BOY 지포스 GTX1060 OC D5 6GB,갤럭시,GTX1060,16,1518,1733,1280,3.0x16,5,8008,6,192,DVI / HDMI / DP / 최대 모니터 3개 / 최대 120W / 정격파워 400W 이상 / 전원부: 5페이즈 / 2개 팬 / 245mm,283860
GIGABYTE 라데온 RX Vega 64 Gaming HBM2 8GB,GIGABYTE,RXVega64,14,1276,1560,4096,3.0x16,NA,NA,NA,NA,8GB / 2048-bit / HDMI / DP / 최대 모니터 6개 / 정격파워 750W 이상 / 전원부: 13페이즈 / 2개 팬 / 274mm / 백플레이트,602000
GIGABYTE 지포스 GTX1050 UD2 D5 3GB Nano LP,GIGABYTE,GTX1050,14,1404,1544,768,3.0x16,5,7008,3,96,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 300W 이상 / 전원부: 4페이즈 / 1개 팬 / 167mm,166500
리드텍 WinFast 지포스 GTX1060 HURRICANE OC D5 6GB,리드텍,GTX1060,16,1531,1746,1280,3.0x16,5,8008,6,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 120W / 정격파워 400W 이상 / 전원부: 5페이즈 / 2개 팬 / 233mm / 백플레이트 / LED 라이트,291100
MSI 지포스 RTX 2080 Ti 벤투스 D6 11GB,MSI,RTX2080Ti,12,1350,1545,4352,3.0x16,6,14000,11,352,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 250W / 정격파워 650W / 전원부: 16페이즈 / 2개 팬 / 268mm / 백플레이트,1787990
GIGABYTE 라데온 RX 580 AORUS D5 8GB,GIGABYTE,RX580,14,1365,1380,2304,3.0x16,5,8000,8,256,DVI / HDMI / DP / 최대 모니터 5개 / 정격파워 500W 이상 / 전원부: 8페이즈 / 232mm / 백플레이트 / LED 라이트 / RGB FUSION,303000
GIGABYTE 지포스 GTX1050 UD2 WF-2X D5 2GB,GIGABYTE,GTX1050,14,1379,1493,640,3.0x16,5,7008,2,128,DVI / HDMI / DP / 최대 모니터 3개 / 정격파워 300W 이상 / 전원부: 4페이즈 / 2개 팬 / 191mm,146800
이엠텍 HV 지포스 GTX1050 Ti MINI MONSTER D5 4GB,이엠텍,GTX1050Ti,14,1290,1392,768,NA,NA,7000,4,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 300W 이상 / 전원부: 3페이즈 / 1개 팬 / 166mm,176990
갤럭시 GALAX 지포스 GTX1050 Ti 개간지 EXOC D5 4GB,갤럭시,GTX1050Ti,14,1354,1468,768,NA,NA,7008,4,128,DVI / HDMI / DP / 최대 모니터 4개 / 최대 75W / 정격파워 300W 이상 / 전원부: 4페이즈 / 2개 팬 / 230mm / LED 라이트,194000
EVGA 지포스 RTX 2080 Ti XC GAMING D6 11GB,EVGA,RTX2080Ti,12,1350,1635,4352,3.0x16,6,14000,11,352,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 250W / 정격파워 650W / 전원부: 16페이즈 / 2개 팬 / 269.2mm / 백플레이트 / LED 라이트,1679000
GIGABYTE 지포스 GT1030 UD2 D5 2GB 블랙펄,GIGABYTE,GT1030,14,1265,1518,384,3.0x4,5,6008,2,64,DVI / HDMI / 최대 모니터 2개 / 정격파워 300W 이상 / 전원부: 3페이즈 / 1개 팬 / 168mm,103600
GAINWARD 지포스 RTX 2080 Ti 피닉스 GS D6 11GB,GAINWARD,RTX2080Ti,12,1350,1650,4352,3.0x16,6,14000,11,352,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 260W / 정격파워 650W / 전원부: 16페이즈 / 3개 팬 / 310mm / 백플레이트 / LED 라이트,1496000
리드텍 쿼드로 P400 MDP to DP D5 2GB ABKO,리드텍,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256개 / PCIe3.0x16 / GDDR5(DDR5) / 2GB / 64-bit / DP / 1개 팬 / 145mm,152000
AFOX 지포스 GTX1050 Ti D5 4GB DUAL AXLE VISION,AFOX,GTX1050Ti,14,1290,1392,768,3.0x16,5,7008,4,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 300W 이상 / 전원부: 3페이즈 / 2개 팬 / 210mm,158100
MSI 지포스 RTX 2070 에어로 D6 8GB,MSI,RTX2070,12,1410,1620,2304,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 175W / 정격파워 550W 이상 / 1개 팬 / 268mm / 백플레이트,626300
AXLE 지포스 G210 SMART HDMI D3 512MB LP,AXLE,G210,40,589,NA,16,2.0x16,3,1000,NA,NA,32-bit / DVI / HDMI / 최대 30.5W / 정격파워 300W 이상 / 150mm,27300
PALIT 지포스 GTX1050 STORM X D5 2GB,PALIT,GTX1050,14,1354,1455,640,3.0x16,5,7000,2,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 300W 이상 / 전원부: 3페이즈 / 1개 팬 / 166mm,129000
갤럭시 GALAX 지포스 RTX 2080 WHITE LABEL D6 8GB,갤럭시,RTX2080,12,1515,1710,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 215W / 정격파워 650W / 전원부: 10페이즈 / 2개 팬 / 268mm / 백플레이트 / LED 라이트,954400
GIGABYTE 지포스 GTX1050 UDV D5 2GB 윈드포스,GIGABYTE,GTX1050,14,1392,1506,640,3.0x16,5,7008,2,128,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 300W 이상 / 전원부: 5페이즈 / 2개 팬 / 229mm,168000
GIGABYTE 지포스 GTX1050 UD2 D5 2GB Nano LP,GIGABYTE,GTX1050,14,1366,1468,640,3.0x16,5,7008,2,128,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 300W 이상 / 전원부: 4페이즈 / 1개 팬 / 167mm,151300
GIGABYTE 지포스 RTX 2080 Gaming D6 8GB 화이트,GIGABYTE,RTX2080,12,NA,1830,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 정격파워 650W 이상 / 전원부: 8+2페이즈 / 3개 팬 / 287mm / 백플레이트 / LED 라이트 / RGB FUSION,1004400
MSI 라데온 RX 560 에어로 ITX OC D5 2GB,MSI,RX560,14,1196,NA,1024,3.0x16,5,7000,2,128,DVI / HDMI / DP / 최대 모니터 3개 / 정격파워 400W 이상 / 1개 팬 / 155mm,138400
PowerColor 라데온 RX 580 D5 8GB 붉은악마 디앤디컴,PowerColor,RX580,14,NA,1380,2304,3.0x16,5,8000,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 550W 이상 / 전원부: 6페이즈 / 2개 팬 / 255mm,245800
ZOTAC AMP 지포스 GTX1080 AIR D5X 8GB,ZOTAC,GTX1080,16,1620,1759,2560,3.0x16,5,10000,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 180W / 정격파워 500W 이상 / 전원부: 6페이즈 / 2개 팬 / 211mm / 백플레이트 / LED 라이트 / SPECTRA,1249000
MSI 지포스 GTX1060 아머 OC D5 3GB,MSI,GTX1060,16,1544,1759,1152,3.0x16,5,8008,3,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 120W / 정격파워 400W 이상 / 2개 팬 / 275mm,251680
AFOX 지포스 GT710 D3 1GB LP 무소음 AXLE VISION,AFOX,GT710,28,954,NA,192,2.0x8,3,1600,1,64,DVI / HDMI / D-SUB / 최대 모니터 2개 / 정격파워 300W / 145mm,39000
ASRock Phantom Gaming X 라데온 RX 590 OC D5 8GB 디앤디컴,ASRock,RX590,12,1560,1591,2304,3.0x16,5,8000,8,256,DVI / HDMI / DP / 최대 모니터 5개 / 전원부: 6페이즈 / 2개 팬 / 278.8mm / 백플레이트,334500
갤럭시 GALAX 지포스 GTX1070 개간지 EXOC D5 8GB,갤럭시,GTX1070,16,1594,1784,1920,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 150W / 정격파워 500W 이상 / 전원부: 7페이즈 / 2개 팬 / 296mm / LED 라이트,620240
EVGA 지포스 RTX 2060 XC GAMING D6 6GB,EVGA,RTX2060,12,NA,1755,1920,3.0x16,6,14000,6,192,DVI / HDMI / DP / 최대 모니터 3개 / 최대 160W / 정격파워 500W 이상 / 1개 팬 / 190mm,439000
갤럭시 BOY 지포스 RTX 2070 EXOC D6 8GB,갤럭시,RTX2070,12,1410,1815,2304,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 215W / 정격파워 550W 이상 / 전원부: 8페이즈 / 2개 팬 / 285mm / 백플레이트 / LED 라이트,654400
GIGABYTE AORUS Xtreme 지포스 RTX 2080 D6 8GB 워터포스,GIGABYTE,RTX2080,12,NA,1890,2944,3.0x16,6,14140,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 정격파워 650W 이상 / 전원부: 12+2페이즈 / 290mm / 백플레이트 / 수냉 장착 지원 / LED 라이트 / RGB FUSION,1255300
EVGA 지포스 RTX 2070 Black GAMING D6 8GB,EVGA,RTX2070,12,1410,1620,2304,3.0x16,6,14000,8,256,DVI / HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 175W / 정격파워 550W 이상 / 전원부: 6+2페이즈 / 2개 팬 / 269mm / 백플레이트,629000
SAPPHIRE 라데온 RX 580 PULSE OC D5 8GB Dual-X,SAPPHIRE,RX580,14,NA,1366,2304,3.0x16,5,NA,8,256,DVI / HDMI / DP / 최대 모니터 5개 / 최대 225W / 정격파워 500W 이상 / 2개 팬 / 230mm / 백플레이트,357490
GIGABYTE 지포스 GTX1050 Ti UD2 D5 4GB Nano LP,GIGABYTE,GTX1050Ti,14,1303,1417,768,3.0x16,5,7008,4,128,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 300W 이상 / 전원부: 4페이즈 / 1개 팬 / 167mm,199000
GAINWARD 지포스 GT730 SilentFX D3 2GB 디앤디컴,GAINWARD,GT730,28,902,NA,384,2.0x16,3,1800,2,64,DVI / HDMI / 정격파워 300W 이상 / 무소음 / 115mm,68000
GIGABYTE 지포스 GTX1050 UD2 WF-2X D5 3GB,GIGABYTE,GTX1050,14,1417,1556,768,3.0x16,5,7008,3,96,DVI / HDMI / DP / 최대 모니터 3개 / 정격파워 300W 이상 / 전원부: 4페이즈 / 2개 팬 / 191mm,163500
NVIDIA TITAN RTX D6 24GB,NVIDIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12nm / 1350 MHz , 부스트 1770MHz / 4608개 / PCIe3.0x16 / GDDR6(DDR6) / 14000MHz / 24GB / 384-bit / HDMI / DP / USB Type-C / 최대 280W / 정격파워 650W 이상 / 2개 팬",3399000
GIGABYTE 지포스 RTX 2080 Ti UDV WF3 D6 11GB,GIGABYTE,RTX2080Ti,12,NA,1545,4352,3.0x16,6,14000,11,352,HDMI / DP / USB Type-C / 최대 모니터 4개 / 정격파워 750W / 전원부: 8+3페이즈 / 3개 팬 / 281mm / 백플레이트 / LED 라이트 / RGB FUSION,1557000
갤럭시 BOY 지포스 RTX 2070 GAMER OC D6 8GB,갤럭시,RTX2070,12,1410,1830,2304,3.0x16,6,NA,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 215W / 정격파워 550W 이상 / 전원부: 8페이즈 / 3개 팬 / 298mm / 백플레이트 / LED 라이트,711300
AFOX 지포스 GTX750 D5 1GB AXLE VISION,AFOX,GTX750,28,1020,1085,512,3.0x16,5,5010,1,128,DVI / HDMI / 최대 모니터 3개 / 최대 55W / 정격파워 400W 이상 / 전원부: 2페이즈 / 1개 팬 / 182mm,61000
GIGABYTE 지포스 GTX1050 Ti UD2 WF-2X D5 4GB,GIGABYTE,GTX1050Ti,14,1316,1430,768,3.0x16,5,7008,4,128,DVI / HDMI / DP / 최대 모니터 3개 / 정격파워 300W 이상 / 전원부: 4페이즈 / 2개 팬 / 191mm,208900
AFOX 지포스 GT730 D5 1GB LP 디앤디컴,AFOX,GT730,28,980,NA,384,2.0x8,5,5000,1,64,DVI / HDMI / D-SUB / 최대 모니터 3개 / 최대 23W / 정격파워 300W 이상 / 1개 팬 / 145mm,55900
ZOTAC GAMING 지포스 RTX 2080 D6 8GB BLOWER,ZOTAC,RTX2080,12,NA,1710,2944,3.0x16,6,NA,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 215W / 정격파워 650W / 268mm,1036800
COLORFUL iGAME 지포스 RTX 2070 Ultra OC D6 8GB,COLORFUL,RTX2070,12,1410,1710,2304,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 185W / 전원부: 8+2페이즈 / 3개 팬 / 318mm / 백플레이트 / 오버클럭 물리키 / LED 라이트,634500
EVGA 지포스 RTX 2070 XC ULTRA GAMING D6 8GB,EVGA,RTX2070,12,1410,1710,2304,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 175W / 정격파워 550W 이상 / 전원부: 10페이즈 / 2개 팬 / 269.2mm / 백플레이트 / LED 라이트,721000
PowerColor 라데온 RX 580 D5 8GB 레드드래곤 디앤디컴 (벌크),PowerColor,RX580,14,NA,1215,2304,3.0x16,5,8000,8,256,DVI / 최대 모니터 1개 / 정격파워 500W 이상 / 2개 팬,171300
GIGABYTE 라데온 RX 570 AORUS D5 4GB,GIGABYTE,RX570,14,1280,1295,2048,3.0x16,5,7000,4,256,DVI / HDMI / DP / 최대 모니터 5개 / 정격파워 450W 이상 / 전원부: 7페이즈 / 2개 팬 / 232mm / 백플레이트 / LED 라이트 / RGB FUSION,189200
ZOTAC GAMING 지포스 RTX 2070 D6 8GB BLOWER,ZOTAC,RTX2070,12,NA,1620,2304,3.0x16,6,14000,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 175W / 정격파워 550W 이상 / 1개 팬 / 268mm,624500
COLORFUL iGAME 지포스 GTX1050 Ti VULCAN U OC D5 4GB,COLORFUL,GTX1050Ti,14,1379,1493,768,3.0x16,5,7000,4,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 300W 이상 / 전원부: 4페이즈 / 2개 팬 / 243mm,170000
ASRock Phantom Gaming X 라데온 RX 590 OC D5 8GB 에즈윈,ASRock,RX590,12,1560,1591,2304,3.0x16,5,8000,8,256,DVI / HDMI / DP / 최대 모니터 5개 / 전원부: 6페이즈 / 2개 팬 / 278.8mm / 백플레이트,335000
이엠텍 XENON 지포스 GT1030 D4 2GB,이엠텍,GT1030,14,1151,1379,384,3.0x4,NA,NA,NA,NA,2100MHz / 2GB / 64-bit / DVI / HDMI / 최대 모니터 2개 / 최대 20W / 정격파워 300W 이상 / 1개 팬 / 135mm,98880
갤럭시 BOY 지포스 GTX1060 OC D5 3GB,갤럭시,GTX1060,16,1518,1733,1152,3.0x16,5,8008,3,192,DVI / HDMI / DP / 최대 모니터 3개 / 최대 120W / 정격파워 400W 이상 / 전원부: 5페이즈 / 2개 팬 / 245mm,221500
GAINWARD 지포스 GTX1060 게이머 스피릿 D5 6GB 디앤디컴,GAINWARD,GTX1060,16,1506,1708,1280,3.0x16,5,8000,6,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 120W / 정격파워 400W 이상 / 전원부: 3페이즈 / 2개 팬 / 252mm,293500
MANLI 지포스 GTX1050 Ti Black Frame Mini D5 4GB,MANLI,GTX1050Ti,16,1290,1392,768,3.0x16,5,7008,4,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 300W 이상 / 전원부: 3페이즈 / 1개 팬 / 175mm,165360
MSI 라데온 RX 570 아머 OC D5 8GB,MSI,RX570,14,1268,NA,2048,3.0x16,5,7000,8,256,DVI / HDMI / DP / 최대 모니터 5개 / 최대 150W / 정격파워 450W 이상 / 2개 팬 / 246mm,200800
ZOTAC GAMING 지포스 RTX 2080 Ti D6 11GB BLOWER,ZOTAC,RTX2080Ti,12,NA,1545,4352,3.0x16,6,14000,11,352,HDMI / DP / USB Type-C / 최대 250W / 정격파워 650W 이상 / 1개 팬 / 268mm / 백플레이트,1640930
COLORFUL iGAME 지포스 RTX 2080 BLAZE D6 8GB,COLORFUL,RTX2080,12,1515,1710,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 215W / 정격파워 650W 이상 / 2개 팬 / 296mm / 백플레이트,891100
GIGABYTE AORUS Xtreme 지포스 RTX 2080 Ti D6 11GB 워터블럭,GIGABYTE,RTX2080Ti,12,NA,1770,4352,3.0x16,6,14140,11,352,HDMI / DP / USB Type-C / 최대 모니터 4개 / 정격파워 750W 이상 / 전원부: 16+3페이즈 / 292mm / 백플레이트 / 수냉 장착 지원 / LED 라이트 / RGB FUSION,2249000
GIGABYTE 라데온 RX 550 UD2 D5 2GB 미니미,GIGABYTE,RX550,14,1183,1195,512,3.0x8,5,7000,2,128,DVI / HDMI / DP / 최대 모니터 3개 / 정격파워 400W 이상 / 전원부: 4페이즈 / 1개 팬 / 170mm,114430
리드텍 쿼드로 P600 MDP to DP D5 2GB ABKO,리드텍,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384개 / PCIe3.0x16 / GDDR5(DDR5) / 2GB / 128-bit / DP / 최대 40W / 1개 팬 / 145mm,240000
갤럭시 GALAX 지포스 RTX 2080 개간지 D6 8GB BLACK Edition,갤럭시,RTX2080,12,1515,1710,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 215W / 정격파워 650W 이상 / 전원부: 10페이즈 / 3개 팬 / 308mm / 백플레이트 / LED 라이트,977000
GIGABYTE 지포스 GTX1060 UDV D5X 6GB 윈드포스,GIGABYTE,GTX1060,16,1556,1771,1280,3.0x16,5,8008,6,192,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 400W 이상 / 전원부: 3+2페이즈 / 2개 팬 / 224mm / 백플레이트,332000
PALIT 지포스 GTX1060 Super JETSTREAM D5 6GB,PALIT,GTX1060,16,1620,1847,1280,3.0x16,5,8000,6,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 120W / 정격파워 400W 이상 / 전원부: 4페이즈 / 2개 팬 / 248mm / 백플레이트 / LED 라이트 / RGB LIGHTING,382200
갤럭시 GALAX 지포스 GTX1070 Ti 개간지 EXOC D5 8GB,갤럭시,GTX1070Ti,16,1607,1683,2432,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 180W / 정격파워 500W 이상 / 전원부: 7페이즈 / 2개 팬 / 296mm / 백플레이트 / LED 라이트,730000
GIGABYTE 지포스 GTX1050 Ti UD2 D5 4GB 미니미,GIGABYTE,GTX1050Ti,14,1290,1392,768,3.0x16,5,7008,4,128,DVI / HDMI / DP / 최대 모니터 3개 / 정격파워 300W 이상 / 전원부: 4페이즈 / 1개 팬 / 172mm,196600
AFOX 지포스 GTX750 Ti D5 2GB Single Fan AXLE VISION,AFOX,GTX750Ti,28,1020,1085,640,3.0x16,5,5400,2,128,DVI / HDMI / 최대 모니터 3개 / 최대 60W / 정격파워 400W 이상 / 전원부: 2페이즈 / 1개 팬 / 185mm,81500
GIGABYTE 지포스 GTX1050 Ti UDV D5 4GB 윈드포스,GIGABYTE,GTX1050Ti,14,1328,1442,768,3.0x16,5,7008,4,128,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 300W 이상 / 전원부: 5페이즈 / 2개 팬 / 229mm,216300
PALIT 지포스 RTX 2080 Dual D6 8GB,PALIT,RTX2080,12,1515,1710,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 250W / 정격파워 650W 이상 / 2개 팬 / 292mm / LED 라이트 / RGB LIGHTING,911700
PALIT 지포스 RTX 2070 JETSTREAM D6 8GB,PALIT,RTX2070,12,1410,1620,2304,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 220W / 정격파워 550W 이상 / 2개 팬 / 292mm / 백플레이트 / LED 라이트 / RGB LIGHTING,679800
GIGABYTE 지포스 RTX 2080 UDV 터보포스 OC D6 8GB,GIGABYTE,RTX2080,12,1785,NA,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 정격파워 650W 이상 / 전원부: 8+2페이즈 / 1개 팬 / 272mm,1022800
GIGABYTE 라데온 RX 570 Gaming D5 8GB (벌크),GIGABYTE,RX570,14,1244,1255,2048,3.0x16,5,7000,8,256,DVI / HDMI / DP / 최대 모니터 5개 / 정격파워 450W 이상 / 전원부: 7페이즈 / 2개 팬 / 232mm,166300
GAINWARD 지포스 RTX 2070 피닉스 GS D6 8GB,GAINWARD,RTX2070,12,NA,1725,2304,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 185W / 정격파워 550W 이상 / 3개 팬 / 292mm / LED 라이트,662700
GIGABYTE 지포스 GTX1050 UD2 D5 3GB 미니미,GIGABYTE,GTX1050,14,1392,1518,768,3.0x16,5,7008,3,96,DVI / HDMI / DP / 최대 모니터 3개 / 정격파워 300W 이상 / 전원부: 4페이즈 / 1개 팬 / 172mm,155400
PowerColor 라데온 RX 570 D5 4GB 붉은악마 디앤디컴,PowerColor,RX570,14,NA,1320,2048,3.0x16,5,7000,4,256,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 450W 이상 / 전원부: 6페이즈 / 3개 팬 / 310mm / 백플레이트,177000
갤럭시 GALAX 지포스 GTX1080 Hall Of Fame D5X 8GB,갤럭시,GTX1080,16,1733,1873,2560,3.0x16,5,10010,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 180W / 정격파워 500W 이상 / 전원부: 15페이즈 / 3개 팬 / 317mm,1247000
GIGABYTE 지포스 GT1030 UD2 D5 2GB 미니미,GIGABYTE,GT1030,14,1227,1468,384,3.0x4,5,6008,2,64,DVI / HDMI / 최대 모니터 2개 / 정격파워 300W 이상 / 전원부: 3페이즈 / 1개 팬 / 150mm,99400
갤럭시 GALAX 지포스 RTX 2080 BLACK LABEL OC D6 8GB,갤럭시,RTX2080,12,1515,1785,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 225W / 정격파워 650W 이상 / 전원부: 10페이즈 / 2개 팬 / 268mm / 백플레이트 / LED 라이트,972000
갤럭시 BOY 지포스 RTX 2080 EX D6 8GB,갤럭시,RTX2080,12,1515,1710,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 215W / 정격파워 650W 이상 / 전원부: 10페이즈 / 2개 팬 / 285mm / 백플레이트 / LED 라이트,947000
